seed,condition,tau,nitems,npersons,insample,aic,bic,newpersons,newitems,newboth,failures,model
479775140,4,.5,32,500,19894.76247459659,19908.76247459659,19962.52488260514,19909.51480442709,20122.21611150419,20097.69460589704,0,1
469156803,5,.3,64,500,38598.07365256232,38612.07365256232,38670.6880908348,38619.65083574745,38695.5951502487,38741.82864835399,0,1
231051048,6,.3,96,500,56383.84212625401,56397.84212625401,56459.29482028324,56417.98994411781,56467.37496145527,56483.67568416546,0,1
580800347,7,.3,128,500,76480.61344788759,76494.61344788759,76558.07991642399,76494.80489419404,76520.65255742514,76546.45871643478,0,1
725243023,1,0,32,500,19572.44124877319,19586.44124877319,19640.20365678174,19593.04581103146,19581.05820871312,19582.35639990784,0,1
77860532,2,.1,32,500,19330.94657630619,19344.94657630619,19398.70898431474,19335.24021814234,19353.06219475099,19349.90391580013,0,1
106087720,3,.3,32,500,19555.35705953262,19569.35705953262,19623.11946754118,19557.89246660672,19633.15072236504,19661.20063843556,0,1
623652962,4,.5,32,500,19113.58160704416,19127.58160704416,19181.34401505272,19115.88327231524,19300.83726885637,19353.81002130728,0,1
611581184,5,.3,64,500,38015.67984891729,38029.67984891729,38088.29428718976,38023.28220984276,38035.80255017662,38041.06392750245,0,1
307991099,6,.3,96,500,57178.54447827242,57192.54447827242,57253.99717230165,57189.01686265265,57195.95371772591,57225.16623166495,0,1
647348718,7,.3,128,500,76436.84371853867,76450.84371853867,76514.31018707507,76440.93654542604,76560.19866821505,76562.84730304719,0,1
970491008,1,0,32,500,19374.94374479673,19388.94374479673,19442.70615280528,19383.05270153349,19390.20447813462,19393.99926827497,0,1
681927191,2,.1,32,500,19388.21817276583,19402.21817276583,19455.98058077438,19402.62149654912,19430.18228269125,19427.68969892306,0,1
943419667,3,.3,32,500,19510.42541604013,19524.42541604013,19578.18782404868,19519.21563441661,19521.74390668761,19525.21728883597,0,1
724183488,4,.5,32,500,19737.89613424619,19751.89613424619,19805.65854225475,19759.75670589223,20058.9916274149,20085.40568623006,0,1
820016791,5,.3,64,500,38549.7581157125,38563.7581157125,38622.37255398498,38566.54827353704,38556.31020630823,38568.77087941602,0,1
968496319,6,.3,96,500,56925.84687872446,56939.84687872446,57001.29957275368,56937.30866019811,57132.83447538117,57114.11012732481,0,1
882250443,7,.3,128,500,76336.18544160431,76350.18544160431,76413.6519101407,76356.16310039711,76437.94816835111,76495.02645511999,0,1
465761108,1,0,32,500,19429.78722610846,19443.78722610846,19497.54963411702,19445.57637711736,19445.00885426769,19456.56575935131,0,1
981729465,2,.1,32,500,19147.27373997044,19161.27373997044,19215.03614797899,19162.56023419956,19152.14639210588,19177.80588678359,0,1
539075544,3,.3,32,500,19212.49119925105,19226.49119925105,19280.25360725961,19215.14440545113,19238.38536397274,19229.99687370917,0,1
28032376,4,.5,32,500,19400.16895957877,19414.16895957877,19467.93136758732,19415.44013829733,19837.09377538282,19882.0133594153,0,1
695647379,5,.3,64,500,38774.46131362773,38788.46131362773,38847.0757519002,38781.71404296455,38800.24494053568,38787.74570176699,0,1
591485910,6,.3,96,500,56810.35936951531,56824.35936951531,56885.81206354454,56818.31239023416,56883.07790047526,56847.24750822023,0,1
346180371,7,.3,128,500,75194.12348107343,75208.12348107343,75271.58994960983,75200.44569038419,75249.49008430791,75244.00618158464,0,1
353393132,1,0,32,500,18976.39070451047,18990.39070451047,19044.15311251902,19001.71959304827,18980.85828984769,18997.33009512432,0,1
203433180,2,.1,32,500,19022.82543969669,19036.82543969669,19090.58784770524,19041.43560005269,19028.38008084579,19037.26856902841,0,1
331335925,3,.3,32,500,19727.02570974376,19741.02570974376,19794.78811775232,19737.69173282981,19737.52449725416,19753.38372471372,0,1
431010164,4,.5,32,500,19953.69756325393,19967.69756325393,20021.45997126248,19977.81098650636,20006.33374016135,20024.74420016947,0,1
809728131,5,.3,64,500,37860.834126132,37874.834126132,37933.44856440448,37869.6974451323,37883.30190864958,37887.36247977649,0,1
838215770,6,.3,96,500,56157.46112723175,56171.46112723175,56232.91382126098,56171.83017493347,56234.57690083881,56280.33807066826,0,1
616133379,7,.3,128,500,75528.46666557927,75542.46666557927,75605.93313411567,75550.52647445798,75553.01558000628,75602.37269080311,0,1
623814981,1,0,32,500,19637.65222852306,19651.65222852306,19705.41463653162,19663.29965442076,19643.23018977623,19653.69419681271,0,1
600343195,2,.1,32,500,19476.31654850313,19490.31654850313,19544.07895651169,19481.94387246038,19490.09973583261,19511.86573344915,0,1
861317737,3,.3,32,500,19626.48170604439,19640.48170604439,19694.24411405294,19639.58135611266,19671.22895166873,19713.43566607503,0,1
343186772,4,.5,32,500,19262.81079906576,19276.81079906576,19330.57320707431,19279.1426316827,19398.65692534777,19375.078756852,0,1
878983918,5,.3,64,500,38673.40659324153,38687.40659324153,38746.021031514,38686.80491223678,38724.86025303432,38758.75596528296,0,1
126577561,6,.3,96,500,56779.03898366408,56793.03898366408,56854.4916776933,56788.14382776638,56865.22498528766,56901.08284696897,0,1
956385644,7,.3,128,500,75612.67189173501,75626.67189173501,75690.13836027141,75634.31152740444,75667.90196355703,75700.21605168053,0,1
819978956,1,0,32,500,19650.86691732979,19664.86691732979,19718.62932533835,19676.40046566076,19658.47744022244,19675.24688273229,0,1
342361303,2,.1,32,500,19107.19545952444,19121.19545952444,19174.95786753299,19130.60807315024,19128.06665838308,19139.09335336185,0,1
432864396,3,.3,32,500,19429.10917942736,19443.10917942736,19496.87158743591,19439.90105519563,19522.76555886651,19508.8306175848,0,1
95016713,4,.5,32,500,19478.12048919177,19492.12048919177,19545.88289720032,19500.71387547154,19604.54717437006,19635.67077822616,0,1
516046677,5,.3,64,500,37724.67775306755,37738.67775306755,37797.29219134003,37740.71944285929,37793.13035041704,37804.26460209204,0,1
243709323,6,.3,96,500,56803.39404756477,56817.39404756477,56878.846741594,56815.82804194534,56918.06663353293,56943.94688428105,0,1
358979765,7,.3,128,500,74947.4202376678,74961.4202376678,75024.8867062042,74954.40224034828,75022.49967052425,75020.16190531722,0,1
687967593,1,0,32,500,19450.59397403628,19464.59397403628,19518.35638204483,19460.24432354838,19457.4412013279,19461.18801165749,0,1
449005806,2,.1,32,500,19520.94712333105,19534.94712333105,19588.70953133961,19546.76619354843,19524.2938164945,19531.16374735018,0,1
526442139,3,.3,32,500,19493.89487874634,19507.89487874634,19561.6572867549,19509.46644689555,19688.3407019316,19713.15137259386,0,1
32574075,4,.5,32,500,19831.61102616476,19845.61102616476,19899.37343417331,19841.28790602823,19902.04462132782,19891.13727514926,0,1
712475231,5,.3,64,500,38209.40401395646,38223.40401395646,38282.01845222894,38214.49759584767,38266.08671527443,38243.17130752123,0,1
646398671,6,.3,96,500,56782.57631687402,56796.57631687402,56858.02901090324,56800.21666323529,56799.11977089812,56818.43496427534,0,1
198488346,7,.3,128,500,75822.46546767763,75836.46546767763,75899.93193621402,75830.65621564879,75875.26701295647,75865.1847446663,0,1
704417479,1,0,32,500,19567.28131934013,19581.28131934013,19635.04372734869,19584.74258209215,19574.99861523709,19583.04604521428,0,1
985111347,2,.1,32,500,19516.74636287685,19530.74636287685,19584.50877088541,19524.63649825332,19527.28117808928,19536.35443870283,0,1
827418124,3,.3,32,500,19487.89913205331,19501.89913205331,19555.66154006187,19494.3801715216,19504.29255336894,19523.89106080242,0,1
243725521,4,.5,32,500,19811.4901552753,19825.4901552753,19879.25256328386,19818.34224552667,20014.65701474059,20019.56877623675,0,1
874328789,5,.3,64,500,38159.85671084346,38173.85671084346,38232.47114911593,38171.33672113197,38209.09347097678,38203.52853656401,0,1
400501875,6,.3,96,500,57790.2046097503,57804.2046097503,57865.65730377953,57814.59550253923,57809.86719800301,57822.70266052186,0,1
270920369,7,.3,128,500,75560.80973386909,75574.80973386909,75638.27620240548,75572.48582707353,75757.51131722677,75702.5242659232,0,1
401839381,1,0,32,500,19551.62325122836,19565.62325122836,19619.38565923692,19554.19795309146,19555.59525137276,19558.66472934574,0,1
640399813,2,.1,32,500,19334.73608585163,19348.73608585163,19402.49849386019,19357.6096897121,19381.65772595202,19370.3088541178,0,1
60383645,3,.3,32,500,19640.45283453503,19654.45283453503,19708.21524254358,19693.32396901281,19670.53638452915,19659.37763315623,0,1
404518994,4,.5,32,500,20108.15692748997,20122.15692748997,20175.91933549853,20123.75734451988,20147.67774717546,20154.87177312692,0,1
511834010,5,.3,64,500,37900.82727542564,37914.82727542564,37973.44171369811,37923.26300694101,37942.89136844033,37947.3312083197,0,1
588894959,6,.3,96,500,56773.4882097987,56787.4882097987,56848.94090382793,56779.82457972431,56820.31198932343,56825.20725199411,0,1
930649144,7,.3,128,500,75473.92787541215,75487.92787541215,75551.39434394855,75485.30743586927,75496.65910900947,75507.38689357255,0,1
595667544,1,0,32,500,19310.50454034634,19324.50454034634,19378.2669483549,19320.59449699409,19321.50918267236,19324.11915372108,0,1
811108920,2,.1,32,500,19322.29652861659,19336.29652861659,19390.05893662515,19333.858144209,19332.57186794433,19347.12410765261,0,1
913410471,3,.3,32,500,19224.2466620217,19238.2466620217,19292.00907003025,19243.94938319727,19235.89723631357,19247.37514359168,0,1
45887405,4,.5,32,500,19243.32699775787,19257.32699775787,19311.08940576642,19258.38765061773,19288.57922785357,19284.39969946794,0,1
540483493,5,.3,64,500,38101.87019927818,38115.87019927818,38174.48463755065,38109.8586804818,38170.98718437212,38217.68549842588,0,1
516194653,6,.3,96,500,57138.74465433979,57152.74465433979,57214.19734836902,57144.45583205983,57146.21883574448,57146.8088039525,0,1
297938689,7,.3,128,500,75804.08391242453,75818.08391242453,75881.55038096092,75834.37437766945,75929.79735479038,75904.84340982449,0,1
602642705,1,0,32,500,19631.20356928577,19645.20356928577,19698.96597729433,19636.12441997916,19640.40950071301,19640.26481257518,0,1
512369195,2,.1,32,500,19309.41317977869,19323.41317977869,19377.17558778725,19317.34764719553,19321.09876610085,19317.73475695775,0,1
482947650,3,.3,32,500,19702.98047477436,19716.98047477436,19770.74288278291,19719.21821833067,19711.71730786071,19708.11254585977,0,1
673665318,4,.5,32,500,19544.88615061256,19558.88615061256,19612.64855862111,19557.02703634802,19607.14569057344,19627.74791102933,0,1
685782488,5,.3,64,500,37664.51311177038,37678.51311177038,37737.12755004285,37687.01150006273,37695.20857653319,37703.57076284693,0,1
128624639,6,.3,96,500,56312.19386335877,56326.19386335877,56387.646557388,56318.64652584689,56345.01760984687,56327.28923857089,0,1
73261075,7,.3,128,500,74903.05671663051,74917.05671663051,74980.52318516691,74911.03825694835,74949.42172341594,74985.34951105301,0,1
34265918,1,0,32,500,19546.26535889454,19560.26535889454,19614.0277669031,19556.99800599548,19550.78004174879,19558.28209252935,0,1
668798769,2,.1,32,500,19410.82522247254,19424.82522247254,19478.58763048109,19432.11447635779,19418.57533439622,19429.4513728726,0,1
984284428,3,.3,32,500,19050.14936098801,19064.14936098801,19117.91176899657,19067.33825556857,19065.63219900796,19085.11385533092,0,1
480347111,4,.5,32,500,19773.05761450642,19787.05761450642,19840.82002251498,19785.49731704909,19990.93236093503,20040.26621038306,0,1
374326208,5,.3,64,500,38353.41884232083,38367.41884232083,38426.0332805933,38359.76461643057,38373.80827101013,38363.03117895273,0,1
927899163,6,.3,96,500,57807.76296942365,57821.76296942365,57883.21566345287,57817.43296823577,57817.57536517843,57852.87984410274,0,1
199071759,7,.3,128,500,75901.15430894152,75915.15430894152,75978.62077747792,75915.87007564925,75906.66546947535,75923.21618842334,0,1
89598134,1,0,32,500,19213.76023827963,19227.76023827963,19281.52264628818,19224.69675743983,19224.95937435565,19221.48009717856,0,1
809145716,2,.1,32,500,19412.94617843853,19426.94617843853,19480.70858644709,19426.97260784161,19420.60410271201,19429.29742231715,0,1
272861722,3,.3,32,500,19429.11965631244,19443.11965631244,19496.88206432099,19440.69689227266,19454.84768446154,19476.70102801771,0,1
248398375,4,.5,32,500,19378.72035443893,19392.72035443893,19446.48276244749,19406.33900917545,19436.54607379838,19442.20277853821,0,1
424675709,5,.3,64,500,38492.17968727434,38506.17968727434,38564.79412554682,38503.02581865183,38514.07491877599,38527.5787912392,0,1
727913095,6,.3,96,500,57085.65526571371,57099.65526571371,57161.10795974294,57112.68586238152,57110.23581059263,57121.94218636851,0,1
18675832,7,.3,128,500,74821.97062495814,74835.97062495814,74899.43709349453,74854.73794230203,74861.99310726467,74911.39935334482,0,1
160121340,1,0,32,500,19430.36128385328,19444.36128385328,19498.12369186183,19443.08759537753,19435.50948308755,19434.17173906104,0,1
333784591,2,.1,32,500,19380.90737665945,19394.90737665945,19448.669784668,19398.77629243839,19386.55102166895,19387.53195440108,0,1
832025217,3,.3,32,500,19535.66377676767,19549.66377676767,19603.42618477623,19544.18084204164,19567.90996483423,19562.7398151475,0,1
694673674,4,.5,32,500,19294.4492229175,19308.4492229175,19362.21163092605,19296.66690814586,19442.46010015254,19444.9797404875,0,1
864010188,5,.3,64,500,37718.99426018057,37732.99426018057,37791.60869845305,37732.1321535127,37794.62713500483,37827.13462258465,0,1
587297913,6,.3,96,500,57850.01976493203,57864.01976493203,57925.47245896126,57868.91256267688,57941.91060532922,57901.4126069048,0,1
494685009,7,.3,128,500,75381.46428423593,75395.46428423593,75458.93075277233,75407.7145715832,75436.52696314405,75427.82182027055,0,1
134998148,1,0,32,500,19586.59108609451,19600.59108609451,19654.35349410306,19600.70050736568,19590.13864633966,19600.55432034755,0,1
524773741,2,.1,32,500,19388.62862249796,19402.62862249796,19456.39103050651,19412.63969108899,19402.29067745115,19403.13085992918,0,1
408738063,3,.3,32,500,19307.20173850978,19321.20173850978,19374.96414651833,19323.15835116466,19327.67805869287,19338.76781592338,0,1
165262269,4,.5,32,500,19434.29877704382,19448.29877704382,19502.06118505238,19445.69591632792,19706.73994555405,19726.40151325668,0,1
535232189,5,.3,64,500,38386.84689285626,38400.84689285626,38459.46133112873,38400.62554063391,38390.53174670855,38409.02552088075,0,1
792629074,6,.3,96,500,57241.2819905653,57255.2819905653,57316.73468459453,57265.44183387104,57251.1356125486,57268.3408329419,0,1
337503799,7,.3,128,500,75503.88002446812,75517.88002446812,75581.34649300452,75508.35753672839,75551.93822780802,75568.90136598263,0,1
93526785,1,0,32,500,19433.129211808,19447.129211808,19500.89161981655,19451.22669904502,19446.22324927146,19456.53803798794,0,1
505453027,2,.1,32,500,19436.29069264539,19450.29069264539,19504.05310065395,19455.01672638938,19449.84504103766,19468.2642133284,0,1
808444605,3,.3,32,500,19423.40693458791,19437.40693458791,19491.16934259647,19433.19488115561,19466.35771043525,19530.34671304808,0,1
95682281,4,.5,32,500,19891.7663356108,19905.7663356108,19959.52874361935,19898.97729587895,20045.37251455487,20039.40165134326,0,1
536222052,5,.3,64,500,38303.36070240186,38317.36070240186,38375.97514067434,38320.07160612132,38316.37315738449,38333.86209158086,0,1
329391231,6,.3,96,500,56292.47238820163,56306.47238820163,56367.92508223086,56310.41016643598,56354.24852446443,56378.52562345604,0,1
352145618,7,.3,128,500,75249.60906041083,75263.60906041083,75327.07552894723,75261.24695941,75494.3220573408,75467.70858485397,0,1
853942568,1,0,32,500,19896.13161597673,19910.13161597673,19963.89402398529,19915.16632083564,19901.7643868286,19918.26148403231,0,1
529275576,2,.1,32,500,19452.57497441748,19466.57497441748,19520.33738242604,19476.18026262337,19469.2541413865,19469.18772901814,0,1
949981720,3,.3,32,500,19202.1530694673,19216.1530694673,19269.91547747586,19213.72794543888,19229.33790435151,19224.26135183073,0,1
919513223,4,.5,32,500,19798.90393045895,19812.90393045895,19866.66633846751,19809.60827584234,19909.17018828181,19928.41423365487,0,1
949329236,5,.3,64,500,38298.12033424161,38312.12033424161,38370.73477251408,38302.44033969733,38309.13265594032,38302.31795407139,0,1
277277981,6,.3,96,500,56454.05156281116,56468.05156281116,56529.50425684039,56468.55320857755,56504.83834979645,56524.90933866265,0,1
685538180,7,.3,128,500,74989.79058934604,75003.79058934604,75067.25705788244,74996.89872284645,75002.94921139872,74998.48056438257,0,1
838584776,1,0,32,500,19276.41271914626,19290.41271914626,19344.17512715481,19285.68133159644,19286.11469583305,19283.91833026094,0,1
338783788,2,.1,32,500,19327.76475030309,19341.76475030309,19395.52715831165,19339.78431139003,19335.18592179482,19332.40958413575,0,1
888959848,3,.3,32,500,19484.98027662167,19498.98027662167,19552.74268463023,19491.45636518251,19550.76297486938,19561.56958623348,0,1
252378004,4,.5,32,500,19424.10665723619,19438.10665723619,19491.86906524474,19436.70500883641,19632.56396706299,19641.99140248138,0,1
847595565,5,.3,64,500,38870.95844568824,38884.95844568824,38943.57288396071,38885.65936917118,38974.0353308347,38985.1954985779,0,1
740379187,6,.3,96,500,58098.8706954043,58112.8706954043,58174.32338943353,58108.88721738217,58181.02342290869,58173.40913398586,0,1
635582957,7,.3,128,500,76179.66154126843,76193.66154126843,76257.12800980483,76191.49590569835,76200.15515259864,76241.29461008727,0,1
82592684,1,0,32,500,19391.44411753391,19405.44411753391,19459.20652554247,19400.54260626859,19406.98848614196,19413.60525356777,0,1
96722781,2,.1,32,500,19700.84682447087,19714.84682447087,19768.60923247943,19713.20802139073,19708.22105172119,19711.94052502001,0,1
348497509,3,.3,32,500,19484.93557266434,19498.93557266434,19552.69798067289,19494.89342301239,19552.0797784434,19555.77327689033,0,1
968686592,4,.5,32,500,19847.5688536409,19861.5688536409,19915.33126164946,19856.94249598524,20112.44504937988,20116.43228975267,0,1
221152734,5,.3,64,500,38518.46154197546,38532.46154197546,38591.07598024794,38547.44972095586,38542.87769654655,38592.3413397945,0,1
57928002,6,.3,96,500,56873.94365936935,56887.94365936935,56949.39635339858,56889.54483338416,56933.12527228933,56983.58803525619,0,1
57782557,7,.3,128,500,75685.7203252156,75699.7203252156,75763.186793752,75695.7157753721,75723.40336876873,75719.86988306967,0,1
345484585,1,0,32,500,19629.33693120658,19643.33693120658,19697.09933921514,19635.57182000073,19638.56533775461,19639.98357714964,0,1
200177540,2,.1,32,500,19360.6451626483,19374.6451626483,19428.40757065686,19368.39887213288,19390.25761907272,19390.48422620408,0,1
408545188,3,.3,32,500,19327.04774886915,19341.04774886915,19394.81015687771,19346.55357028163,19380.51237040003,19416.69007424397,0,1
861512089,4,.5,32,500,19995.87009344099,20009.87009344099,20063.63250144955,20007.79761521433,20152.40219031342,20136.56142316821,0,1
22118920,5,.3,64,500,38596.12203112586,38610.12203112586,38668.73646939833,38616.32588508248,38655.10886569966,38699.3127478189,0,1
866048549,6,.3,96,500,57215.17166861406,57229.17166861406,57290.62436264328,57244.25269301365,57245.18081073955,57244.55824503289,0,1
416662256,7,.3,128,500,75556.38151762961,75570.38151762961,75633.847986166,75562.05815756714,75638.44579359041,75664.10963735273,0,1
795334854,1,0,32,500,19405.46482125263,19419.46482125263,19473.22722926119,19422.5895311772,19407.38339267993,19415.12891334839,0,1
649087,2,.1,32,500,19280.20583410048,19294.20583410048,19347.96824210903,19304.47874058946,19284.88622302092,19290.25082375728,0,1
22434458,3,.3,32,500,19576.77004856872,19590.77004856872,19644.53245657727,19592.77100389144,19599.00255380381,19610.31930040384,0,1
120009470,4,.5,32,500,19934.25482323798,19948.25482323798,20002.01723124654,19946.40523876965,20105.80615723309,20115.78349143137,0,1
692271447,5,.3,64,500,38067.36847505405,38081.36847505405,38139.98291332652,38082.58372099647,38168.99987351576,38197.30359310562,0,1
270994952,6,.3,96,500,57528.67382450299,57542.67382450299,57604.12651853221,57532.97311578153,57530.19749507657,57542.71105181024,0,1
234149220,7,.3,128,500,74982.49330878558,74996.49330878558,75059.95977732197,75009.4492663421,75030.74592445545,75045.81199321846,0,1
283135935,1,0,32,500,19328.58409606347,19342.58409606347,19396.34650407203,19337.53565459678,19335.43810945153,19346.79547072779,0,1
497736756,2,.1,32,500,19369.08219488141,19383.08219488141,19436.84460288997,19379.76389752786,19388.91294618432,19391.48346021422,0,1
545145348,3,.3,32,500,19162.97318871328,19176.97318871328,19230.73559672184,19181.63820859201,19188.50548817534,19198.74472095964,0,1
782713546,4,.5,32,500,19348.01352715731,19362.01352715731,19415.77593516586,19352.84948686065,19548.2038808473,19532.25919956136,0,1
322976067,5,.3,64,500,37594.67610379709,37608.67610379709,37667.29054206957,37628.26166605412,37684.55492368407,37708.45646911542,0,1
608516042,6,.3,96,500,57372.74019267906,57386.74019267906,57448.19288670828,57387.02797714715,57552.55360161179,57493.41272089808,0,1
375148204,7,.3,128,500,75379.10765613202,75393.10765613202,75456.57412466842,75391.56454233645,75414.29549376764,75393.20444397727,0,1
123271962,1,0,32,500,19355.06118555412,19369.06118555412,19422.82359356267,19377.67709657574,19377.23121012539,19378.17271925804,0,1
936634079,2,.1,32,500,19639.72660828734,19653.72660828734,19707.48901629589,19648.56835553454,19651.75759361788,19659.54710302435,0,1
161033604,3,.3,32,500,19620.58476819198,19634.58476819198,19688.34717620053,19650.31291016794,19650.95196645127,19664.13059808598,0,1
902359944,4,.5,32,500,19699.71029876072,19713.71029876072,19767.47270676928,19711.76327370924,19930.54991238241,19947.64913168121,0,1
277300944,5,.3,64,500,38085.59858623458,38099.59858623458,38158.21302450706,38094.13315647755,38137.97063216873,38123.74328356403,0,1
378184872,6,.3,96,500,57915.63499066915,57929.63499066915,57991.08768469837,57952.51341411106,58032.33360439264,58061.020780224,0,1
746213634,7,.3,128,500,75532.21187472314,75546.21187472314,75609.67834325954,75540.86857668536,75541.82343879406,75547.05141013871,0,1
436058902,1,0,32,500,19353.01695766683,19367.01695766683,19420.77936567539,19359.73617394973,19356.20543162509,19360.91869536367,0,1
251731491,2,.1,32,500,19421.46819322308,19435.46819322308,19489.23060123164,19455.82955612481,19423.93272329648,19448.22449335832,0,1
142135524,3,.3,32,500,19826.79676319457,19840.79676319457,19894.55917120313,19839.94616492611,19831.84467948073,19840.45875223449,0,1
665362733,4,.5,32,500,19399.43188221602,19413.43188221602,19467.19429022458,19413.45011490657,19665.86409751028,19700.29314037097,0,1
945564899,5,.3,64,500,37664.30050976399,37678.30050976399,37736.91494803647,37685.51399918917,37702.06709752832,37718.21517019362,0,1
881152486,6,.3,96,500,55670.84843280837,55684.84843280837,55746.3011268376,55677.6851649672,55759.08492840249,55771.23366771459,0,1
355663085,7,.3,128,500,76272.20533696443,76286.20533696443,76349.67180550082,76278.45428249089,76383.45016744247,76410.05648686216,0,1
991680769,1,0,32,500,19354.61699375283,19368.61699375283,19422.37940176138,19376.36822218013,19356.81692324021,19369.37747171884,0,1
212341215,2,.1,32,500,19470.51449263212,19484.51449263212,19538.27690064067,19487.21673858475,19483.10543036043,19484.13671595438,0,1
173382498,3,.3,32,500,19243.77376711589,19257.77376711589,19311.53617512445,19260.67551315032,19321.56132420026,19325.67820524062,0,1
530554862,4,.5,32,500,19927.40128431588,19941.40128431588,19995.16369232443,19929.28915019742,20053.37519574177,20024.48610318761,0,1
146451223,5,.3,64,500,37708.29846302538,37722.29846302538,37780.91290129785,37724.82949320281,37727.82174328776,37737.99361422946,0,1
156748203,6,.3,96,500,57125.11933119781,57139.11933119781,57200.57202522703,57134.4179990597,57159.19073007245,57171.92918033476,0,1
451776385,7,.3,128,500,75352.30453607421,75366.30453607421,75429.77100461061,75367.24737032956,75520.13186637466,75547.87118174823,0,1
151120755,1,0,32,500,19474.55399043555,19488.55399043555,19542.31639844411,19494.0277687842,19484.76331229296,19489.21367703291,0,1
336321561,2,.1,32,500,19253.74590945597,19267.74590945597,19321.50831746452,19262.87462799343,19270.44863514718,19293.59949267492,0,1
970861933,3,.3,32,500,19537.98626020858,19551.98626020858,19605.74866821714,19563.16621746967,19556.36278000815,19562.67309357136,0,1
14514622,4,.5,32,500,19373.69500128671,19387.69500128671,19441.45740929527,19386.33287270208,19544.57630091505,19607.49760099978,0,1
832427505,5,.3,64,500,38079.01835664026,38093.01835664026,38151.63279491274,38091.69423296175,38118.54732575006,38142.39230837617,0,1
459665700,6,.3,96,500,57542.26307612893,57556.26307612893,57617.71577015815,57562.41801655557,57704.71538066323,57708.39805558531,0,1
77920256,7,.3,128,500,76913.57777585318,76927.57777585318,76991.04424438957,76930.608094633,76950.72893780511,76983.13866252523,0,1
47742956,1,0,32,500,19374.11231233876,19388.11231233876,19441.87472034731,19397.81986987835,19383.74314620742,19386.69278925707,0,1
529136989,2,.1,32,500,19429.03247639595,19443.03247639595,19496.79488440451,19439.86551311448,19434.83888587821,19452.07805717838,0,1
355644375,3,.3,32,500,19792.57350900011,19806.57350900011,19860.33591700867,19810.21440674039,19840.58347871881,19829.02488531243,0,1
977745125,4,.5,32,500,19581.86407511005,19595.86407511005,19649.6264831186,19598.62423313827,19683.72433793663,19671.22387048575,0,1
