w1,w2,x1,x2,x3,x4,wC,xB,item,person,epsilon_in,epsilon_out,zeta_in,zeta_out,y,y_newpersons,y_newitems,y_newboth
0,0,1,1,0,0,0,0,19,3,0,0,.6255222,-1.3706917,1,0,0,0
0,0,1,0,0,1,0,0,8,3,0,0,.6255222,-1.3706917,0,0,0,0
0,0,1,0,0,0,0,-.5,3,3,0,0,.6255222,-1.3706917,1,1,1,0
0,0,1,0,1,1,0,.5,14,3,0,0,.6255222,-1.3706917,1,0,1,0
0,0,1,1,0,0,0,0,20,3,0,0,.6255222,-1.3706917,0,0,1,0
0,0,1,0,1,0,0,0,9,3,0,0,.6255222,-1.3706917,1,0,0,0
0,0,1,0,1,1,0,.5,16,3,0,0,.6255222,-1.3706917,1,0,1,0
0,0,1,1,1,0,0,0,28,3,0,0,.6255222,-1.3706917,1,0,0,0
0,0,1,1,0,0,0,0,17,3,0,0,.6255222,-1.3706917,1,0,0,0
0,0,1,0,1,0,0,0,11,3,0,0,.6255222,-1.3706917,1,0,0,0
0,0,1,0,0,0,0,-.5,1,3,0,0,.6255222,-1.3706917,1,0,1,1
0,0,1,1,1,1,0,.5,29,3,0,0,.6255222,-1.3706917,1,0,1,0
0,0,1,0,1,0,0,0,10,3,0,0,.6255222,-1.3706917,0,0,0,0
0,0,1,1,1,1,0,.5,31,3,0,0,.6255222,-1.3706917,0,0,1,0
0,0,1,0,0,1,0,0,6,3,0,0,.6255222,-1.3706917,1,0,1,1
0,0,1,1,0,1,0,.5,21,3,0,0,.6255222,-1.3706917,1,0,1,0
0,0,1,0,0,1,0,0,5,3,0,0,.6255222,-1.3706917,0,0,1,0
0,0,1,1,1,0,0,0,26,3,0,0,.6255222,-1.3706917,1,1,1,1
0,0,1,0,0,0,0,-.5,2,3,0,0,.6255222,-1.3706917,1,1,1,0
0,0,1,0,1,1,0,.5,13,3,0,0,.6255222,-1.3706917,0,0,1,0
0,0,1,1,0,1,0,.5,23,3,0,0,.6255222,-1.3706917,0,1,1,0
0,0,1,0,0,0,0,-.5,4,3,0,0,.6255222,-1.3706917,1,0,1,0
0,0,1,1,0,0,0,0,18,3,0,0,.6255222,-1.3706917,1,1,1,0
0,0,1,0,0,1,0,0,7,3,0,0,.6255222,-1.3706917,1,1,0,1
0,0,1,0,1,0,0,0,12,3,0,0,.6255222,-1.3706917,1,1,0,0
0,0,1,0,0,0,0,-.5,2,4,0,0,1.2304106,.54995424,1,1,1,1
0,0,1,0,1,0,0,0,10,4,0,0,1.2304106,.54995424,1,0,1,0
0,0,1,1,0,1,0,.5,24,4,0,0,1.2304106,.54995424,0,0,1,1
0,0,1,0,0,0,0,-.5,4,4,0,0,1.2304106,.54995424,1,1,1,1
0,0,1,0,0,1,0,0,7,4,0,0,1.2304106,.54995424,1,1,1,1
0,0,1,1,1,1,0,.5,30,4,0,0,1.2304106,.54995424,1,0,1,0
0,0,1,1,1,1,0,.5,32,4,0,0,1.2304106,.54995424,0,1,0,0
0,0,1,0,0,1,0,0,5,4,0,0,1.2304106,.54995424,1,0,1,0
0,0,1,1,1,0,0,0,26,4,0,0,1.2304106,.54995424,1,1,1,1
0,0,1,1,0,1,0,.5,21,4,0,0,1.2304106,.54995424,1,1,1,0
0,0,1,1,0,0,0,0,18,4,0,0,1.2304106,.54995424,0,1,1,1
0,0,1,1,1,1,0,.5,29,4,0,0,1.2304106,.54995424,1,1,0,0
0,0,1,0,1,1,0,.5,14,4,0,0,1.2304106,.54995424,1,0,1,1
0,0,1,0,1,1,0,.5,13,4,0,0,1.2304106,.54995424,1,0,0,0
0,0,1,0,1,0,0,0,11,4,0,0,1.2304106,.54995424,1,0,1,1
0,0,1,1,1,0,0,0,25,4,0,0,1.2304106,.54995424,0,1,1,1
0,0,1,0,1,1,0,.5,16,4,0,0,1.2304106,.54995424,1,1,0,0
0,0,1,0,0,0,0,-.5,1,4,0,0,1.2304106,.54995424,1,1,1,1
0,0,1,1,0,0,0,0,20,4,0,0,1.2304106,.54995424,0,0,1,1
0,0,1,0,1,0,0,0,9,4,0,0,1.2304106,.54995424,1,1,1,0
0,0,1,1,1,0,0,0,27,4,0,0,1.2304106,.54995424,1,0,0,1
0,0,1,0,0,1,0,0,8,4,0,0,1.2304106,.54995424,0,1,1,0
0,0,1,0,0,0,0,-.5,3,4,0,0,1.2304106,.54995424,1,0,1,0
0,0,1,0,1,0,0,0,12,4,0,0,1.2304106,.54995424,1,0,1,1
0,0,1,1,0,0,0,0,19,4,0,0,1.2304106,.54995424,0,1,1,1
0,0,1,1,1,0,0,0,28,4,0,0,1.2304106,.54995424,1,0,1,0
0,0,1,0,1,1,0,.5,15,4,0,0,1.2304106,.54995424,1,1,0,0
0,0,1,1,0,0,0,0,17,4,0,0,1.2304106,.54995424,1,1,1,0
0,0,1,1,0,1,0,.5,23,4,0,0,1.2304106,.54995424,1,0,1,1
0,0,1,1,0,1,0,.5,22,4,0,0,1.2304106,.54995424,0,1,1,1
0,0,1,1,1,1,0,.5,31,4,0,0,1.2304106,.54995424,0,0,0,1
0,0,1,0,0,1,0,0,6,4,0,0,1.2304106,.54995424,0,1,1,1
0,0,1,0,0,0,0,-.5,2,5,0,0,.79055601,-.34246719,1,1,1,0
0,0,1,1,1,1,0,.5,32,5,0,0,.79055601,-.34246719,0,0,0,0
0,0,1,1,0,1,0,.5,21,5,0,0,.79055601,-.34246719,1,0,0,1
0,0,1,0,0,1,0,0,5,5,0,0,.79055601,-.34246719,0,0,0,0
0,0,1,1,1,1,0,.5,29,5,0,0,.79055601,-.34246719,1,1,1,0
0,0,1,0,1,1,0,.5,15,5,0,0,.79055601,-.34246719,1,0,1,0
0,0,1,0,1,0,0,0,12,5,0,0,.79055601,-.34246719,1,0,1,1
0,0,1,1,0,0,0,0,20,5,0,0,.79055601,-.34246719,1,0,0,1
0,0,1,0,1,1,0,.5,14,5,0,0,.79055601,-.34246719,1,0,1,0
0,0,1,0,1,1,0,.5,13,5,0,0,.79055601,-.34246719,1,0,1,0
0,0,1,0,1,0,0,0,9,5,0,0,.79055601,-.34246719,0,0,1,1
0,0,1,1,1,1,0,.5,31,5,0,0,.79055601,-.34246719,0,1,1,1
0,0,1,1,0,1,0,.5,22,5,0,0,.79055601,-.34246719,1,1,0,0
0,0,1,0,1,0,0,0,11,5,0,0,.79055601,-.34246719,1,0,0,0
0,0,1,0,0,1,0,0,6,5,0,0,.79055601,-.34246719,1,1,0,0
0,0,1,0,0,1,0,0,8,5,0,0,.79055601,-.34246719,0,0,0,0
0,0,1,1,1,0,0,0,26,5,0,0,.79055601,-.34246719,0,0,1,0
0,0,1,1,1,0,0,0,27,5,0,0,.79055601,-.34246719,0,1,1,0
0,0,1,1,0,0,0,0,17,5,0,0,.79055601,-.34246719,1,0,1,0
0,0,1,1,0,0,0,0,19,5,0,0,.79055601,-.34246719,0,1,0,0
0,0,1,0,1,1,0,.5,16,5,0,0,.79055601,-.34246719,0,0,1,1
0,0,1,0,1,0,0,0,10,5,0,0,.79055601,-.34246719,1,0,1,0
0,0,1,1,0,1,0,.5,24,5,0,0,.79055601,-.34246719,1,0,1,1
0,0,1,0,0,0,0,-.5,4,5,0,0,.79055601,-.34246719,1,1,1,1
0,0,1,1,1,0,0,0,25,5,0,0,.79055601,-.34246719,0,0,1,1
0,0,1,1,1,1,0,.5,30,5,0,0,.79055601,-.34246719,0,0,1,1
0,0,1,1,1,0,0,0,28,5,0,0,.79055601,-.34246719,1,1,1,1
0,0,1,1,0,0,0,0,18,5,0,0,.79055601,-.34246719,0,0,1,0
0,0,1,0,0,1,0,0,7,5,0,0,.79055601,-.34246719,1,1,1,0
0,0,1,0,0,0,0,-.5,1,5,0,0,.79055601,-.34246719,1,1,1,0
0,0,1,0,0,0,0,-.5,3,5,0,0,.79055601,-.34246719,1,1,1,1
0,0,1,1,0,1,0,.5,23,5,0,0,.79055601,-.34246719,1,0,0,0
0,0,1,1,1,1,0,.5,30,6,0,0,-1.4109477,-1.9445009,0,0,0,0
0,0,1,1,0,0,0,0,20,6,0,0,-1.4109477,-1.9445009,0,0,1,0
0,0,1,1,1,1,0,.5,31,6,0,0,-1.4109477,-1.9445009,0,0,0,0
0,0,1,0,1,1,0,.5,16,6,0,0,-1.4109477,-1.9445009,0,0,0,0
0,0,1,0,0,0,0,-.5,4,6,0,0,-1.4109477,-1.9445009,0,0,1,0
0,0,1,1,0,0,0,0,19,6,0,0,-1.4109477,-1.9445009,0,0,0,0
0,0,1,0,0,0,0,-.5,2,6,0,0,-1.4109477,-1.9445009,0,0,0,0
0,0,1,1,0,1,0,.5,22,6,0,0,-1.4109477,-1.9445009,0,0,0,0
0,0,1,0,0,0,0,-.5,3,6,0,0,-1.4109477,-1.9445009,0,0,0,0
0,0,1,0,0,1,0,0,6,6,0,0,-1.4109477,-1.9445009,0,0,0,0
0,0,1,1,0,0,0,0,17,6,0,0,-1.4109477,-1.9445009,0,0,0,0
0,0,1,1,1,0,0,0,27,6,0,0,-1.4109477,-1.9445009,0,0,0,0
0,0,1,1,1,0,0,0,26,6,0,0,-1.4109477,-1.9445009,0,0,0,0
0,0,1,0,0,0,0,-.5,1,6,0,0,-1.4109477,-1.9445009,0,0,0,1
0,0,1,1,0,1,0,.5,23,6,0,0,-1.4109477,-1.9445009,0,0,0,0
0,0,1,0,1,0,0,0,9,6,0,0,-1.4109477,-1.9445009,0,0,1,0
0,0,1,0,1,1,0,.5,15,6,0,0,-1.4109477,-1.9445009,0,0,0,0
0,0,1,1,1,1,0,.5,32,6,0,0,-1.4109477,-1.9445009,1,0,0,0
0,0,1,0,0,1,0,0,8,6,0,0,-1.4109477,-1.9445009,0,0,0,0
0,0,1,0,0,1,0,0,7,6,0,0,-1.4109477,-1.9445009,0,0,0,1
0,0,1,0,1,0,0,0,10,6,0,0,-1.4109477,-1.9445009,0,0,0,0
0,0,1,0,1,1,0,.5,13,6,0,0,-1.4109477,-1.9445009,0,0,0,0
0,0,1,1,1,0,0,0,28,6,0,0,-1.4109477,-1.9445009,0,0,1,0
0,0,1,0,1,0,0,0,12,6,0,0,-1.4109477,-1.9445009,0,0,0,0
0,0,1,1,1,0,0,0,25,6,0,0,-1.4109477,-1.9445009,0,0,1,0
0,0,1,1,0,0,0,0,18,6,0,0,-1.4109477,-1.9445009,0,0,0,0
0,0,1,1,0,1,0,.5,24,6,0,0,-1.4109477,-1.9445009,0,0,0,0
0,0,1,0,1,1,0,.5,14,6,0,0,-1.4109477,-1.9445009,0,1,0,0
0,0,1,1,0,1,0,.5,21,6,0,0,-1.4109477,-1.9445009,0,1,0,0
0,0,1,0,1,0,0,0,11,6,0,0,-1.4109477,-1.9445009,0,0,0,0
0,0,1,0,0,1,0,0,5,6,0,0,-1.4109477,-1.9445009,1,1,0,0
0,0,1,1,1,1,0,.5,29,6,0,0,-1.4109477,-1.9445009,0,0,0,0
0,0,1,0,1,0,0,0,9,7,0,0,.23586944,.3255772,0,1,0,0
0,0,1,1,0,1,0,.5,23,7,0,0,.23586944,.3255772,1,1,1,1
0,0,1,0,0,0,0,-.5,3,7,0,0,.23586944,.3255772,1,0,1,0
0,0,1,1,1,1,0,.5,30,7,0,0,.23586944,.3255772,0,0,0,0
0,0,1,0,1,1,0,.5,13,7,0,0,.23586944,.3255772,1,0,1,0
0,0,1,1,0,0,0,0,19,7,0,0,.23586944,.3255772,0,1,1,1
0,0,1,0,0,0,0,-.5,2,7,0,0,.23586944,.3255772,0,1,1,0
0,0,1,1,1,0,0,0,25,7,0,0,.23586944,.3255772,1,1,0,1
0,0,1,0,0,1,0,0,7,7,0,0,.23586944,.3255772,1,0,0,0
0,0,1,0,0,0,0,-.5,1,7,0,0,.23586944,.3255772,0,1,1,1
0,0,1,0,1,1,0,.5,15,7,0,0,.23586944,.3255772,1,0,0,1
0,0,1,1,1,0,0,0,28,7,0,0,.23586944,.3255772,0,1,1,1
0,0,1,0,1,0,0,0,12,7,0,0,.23586944,.3255772,1,1,1,0
0,0,1,0,0,1,0,0,8,7,0,0,.23586944,.3255772,1,1,1,0
0,0,1,0,1,1,0,.5,16,7,0,0,.23586944,.3255772,0,1,0,0
0,0,1,1,1,0,0,0,26,7,0,0,.23586944,.3255772,0,0,0,0
0,0,1,1,1,0,0,0,27,7,0,0,.23586944,.3255772,0,1,0,1
0,0,1,0,1,0,0,0,10,7,0,0,.23586944,.3255772,1,1,0,1
0,0,1,1,1,1,0,.5,29,7,0,0,.23586944,.3255772,0,1,0,0
0,0,1,1,0,1,0,.5,22,7,0,0,.23586944,.3255772,0,1,0,1
0,0,1,0,1,0,0,0,11,7,0,0,.23586944,.3255772,1,1,0,1
0,0,1,1,0,1,0,.5,21,7,0,0,.23586944,.3255772,1,1,1,0
0,0,1,1,0,0,0,0,17,7,0,0,.23586944,.3255772,1,1,0,1
0,0,1,1,0,0,0,0,18,7,0,0,.23586944,.3255772,0,0,1,0
0,0,1,1,0,1,0,.5,24,7,0,0,.23586944,.3255772,0,1,0,1
0,0,1,0,1,1,0,.5,14,7,0,0,.23586944,.3255772,0,1,1,0
0,0,1,0,0,1,0,0,6,7,0,0,.23586944,.3255772,1,0,0,1
0,0,1,1,1,1,0,.5,31,7,0,0,.23586944,.3255772,1,0,0,1
0,0,1,0,0,1,0,0,5,7,0,0,.23586944,.3255772,0,1,1,1
0,0,1,1,0,0,0,0,20,7,0,0,.23586944,.3255772,1,1,1,0
0,0,1,0,0,0,0,-.5,4,7,0,0,.23586944,.3255772,1,1,1,0
0,0,1,1,1,1,0,.5,32,7,0,0,.23586944,.3255772,1,0,1,1
0,0,1,0,0,0,0,-.5,2,8,0,0,-1.5850995,-2.6753628,0,0,1,0
0,0,1,0,0,1,0,0,5,8,0,0,-1.5850995,-2.6753628,1,0,0,0
0,0,1,0,0,1,0,0,6,8,0,0,-1.5850995,-2.6753628,0,0,0,0
0,0,1,1,1,0,0,0,25,8,0,0,-1.5850995,-2.6753628,0,0,0,0
0,0,1,1,1,1,0,.5,29,8,0,0,-1.5850995,-2.6753628,0,0,1,0
0,0,1,0,0,1,0,0,8,8,0,0,-1.5850995,-2.6753628,1,0,0,0
0,0,1,0,0,0,0,-.5,4,8,0,0,-1.5850995,-2.6753628,1,0,1,0
0,0,1,0,1,1,0,.5,15,8,0,0,-1.5850995,-2.6753628,0,0,0,0
0,0,1,1,0,0,0,0,18,8,0,0,-1.5850995,-2.6753628,0,0,0,0
0,0,1,1,1,1,0,.5,31,8,0,0,-1.5850995,-2.6753628,0,0,0,0
0,0,1,1,1,0,0,0,28,8,0,0,-1.5850995,-2.6753628,0,0,1,0
0,0,1,1,0,0,0,0,20,8,0,0,-1.5850995,-2.6753628,0,0,1,0
0,0,1,0,1,0,0,0,10,8,0,0,-1.5850995,-2.6753628,0,0,0,0
0,0,1,1,1,0,0,0,26,8,0,0,-1.5850995,-2.6753628,0,0,1,0
0,0,1,0,1,1,0,.5,14,8,0,0,-1.5850995,-2.6753628,0,0,0,0
0,0,1,1,0,1,0,.5,23,8,0,0,-1.5850995,-2.6753628,0,0,0,0
0,0,1,1,1,1,0,.5,32,8,0,0,-1.5850995,-2.6753628,0,0,0,0
0,0,1,1,0,0,0,0,17,8,0,0,-1.5850995,-2.6753628,0,0,0,0
0,0,1,0,1,0,0,0,11,8,0,0,-1.5850995,-2.6753628,0,0,0,1
0,0,1,1,0,1,0,.5,21,8,0,0,-1.5850995,-2.6753628,0,0,0,0
0,0,1,0,0,1,0,0,7,8,0,0,-1.5850995,-2.6753628,0,0,0,0
0,0,1,0,0,0,0,-.5,3,8,0,0,-1.5850995,-2.6753628,1,0,0,0
0,0,1,1,0,0,0,0,19,8,0,0,-1.5850995,-2.6753628,1,0,0,0
0,0,1,0,0,0,0,-.5,1,8,0,0,-1.5850995,-2.6753628,0,0,0,0
0,0,1,1,0,1,0,.5,22,8,0,0,-1.5850995,-2.6753628,0,0,0,0
0,0,1,0,1,1,0,.5,16,8,0,0,-1.5850995,-2.6753628,0,0,0,0
0,0,1,1,1,0,0,0,27,8,0,0,-1.5850995,-2.6753628,0,0,0,0
0,0,1,1,1,1,0,.5,30,8,0,0,-1.5850995,-2.6753628,0,0,0,0
0,0,1,1,0,1,0,.5,24,8,0,0,-1.5850995,-2.6753628,0,0,0,1
0,0,1,0,1,0,0,0,12,8,0,0,-1.5850995,-2.6753628,1,0,0,0
0,0,1,0,1,1,0,.5,13,8,0,0,-1.5850995,-2.6753628,0,0,0,0
0,0,1,0,1,0,0,0,9,8,0,0,-1.5850995,-2.6753628,0,0,0,0
0,0,1,0,1,0,0,0,9,9,0,0,-.62694037,-.28326547,1,1,0,1
0,0,1,1,1,0,0,0,28,9,0,0,-.62694037,-.28326547,0,1,0,0
0,0,1,1,0,0,0,0,19,9,0,0,-.62694037,-.28326547,1,1,0,0
0,0,1,0,1,0,0,0,10,9,0,0,-.62694037,-.28326547,0,0,0,0
0,0,1,0,0,1,0,0,6,9,0,0,-.62694037,-.28326547,0,0,1,0
0,0,1,0,0,0,0,-.5,2,9,0,0,-.62694037,-.28326547,1,0,1,0
0,0,1,1,1,0,0,0,26,9,0,0,-.62694037,-.28326547,0,0,0,1
0,0,1,1,0,1,0,.5,22,9,0,0,-.62694037,-.28326547,0,0,0,0
0,0,1,1,1,0,0,0,25,9,0,0,-.62694037,-.28326547,1,1,1,1
0,0,1,1,0,0,0,0,18,9,0,0,-.62694037,-.28326547,0,1,1,1
0,0,1,0,0,0,0,-.5,1,9,0,0,-.62694037,-.28326547,0,1,1,0
0,0,1,1,1,1,0,.5,30,9,0,0,-.62694037,-.28326547,0,0,0,1
0,0,1,0,1,1,0,.5,16,9,0,0,-.62694037,-.28326547,0,0,0,1
0,0,1,0,1,1,0,.5,13,9,0,0,-.62694037,-.28326547,0,1,0,1
0,0,1,1,0,1,0,.5,21,9,0,0,-.62694037,-.28326547,0,0,1,0
0,0,1,0,0,1,0,0,8,9,0,0,-.62694037,-.28326547,0,0,0,1
0,0,1,0,0,0,0,-.5,4,9,0,0,-.62694037,-.28326547,1,0,0,1
0,0,1,1,0,0,0,0,17,9,0,0,-.62694037,-.28326547,0,1,0,0
0,0,1,1,1,1,0,.5,31,9,0,0,-.62694037,-.28326547,0,0,0,1
0,0,1,1,0,1,0,.5,24,9,0,0,-.62694037,-.28326547,0,0,0,0
0,0,1,0,0,0,0,-.5,3,9,0,0,-.62694037,-.28326547,0,0,1,1
0,0,1,0,1,1,0,.5,14,9,0,0,-.62694037,-.28326547,0,0,0,1
0,0,1,1,1,1,0,.5,29,9,0,0,-.62694037,-.28326547,0,0,1,1
0,0,1,1,1,1,0,.5,32,9,0,0,-.62694037,-.28326547,0,1,0,0
0,0,1,0,0,1,0,0,5,9,0,0,-.62694037,-.28326547,1,1,0,1
0,0,1,1,1,0,0,0,27,9,0,0,-.62694037,-.28326547,0,1,0,0
0,0,1,0,1,0,0,0,11,9,0,0,-.62694037,-.28326547,0,1,1,0
0,0,1,1,0,1,0,.5,23,9,0,0,-.62694037,-.28326547,1,0,0,0
0,0,1,0,1,0,0,0,12,9,0,0,-.62694037,-.28326547,1,0,0,0
0,0,1,0,0,1,0,0,7,9,0,0,-.62694037,-.28326547,0,0,0,0
0,0,1,0,1,1,0,.5,15,9,0,0,-.62694037,-.28326547,1,0,1,0
0,0,1,1,0,0,0,0,20,9,0,0,-.62694037,-.28326547,1,1,0,1
0,0,1,1,0,0,0,0,19,10,0,0,-.3708646,1.5407605,0,1,0,1
0,0,1,1,0,0,0,0,20,10,0,0,-.3708646,1.5407605,1,1,0,0
0,0,1,1,0,0,0,0,18,10,0,0,-.3708646,1.5407605,0,1,0,1
0,0,1,0,0,1,0,0,8,10,0,0,-.3708646,1.5407605,0,0,1,0
0,0,1,1,0,1,0,.5,24,10,0,0,-.3708646,1.5407605,0,1,1,1
0,0,1,1,1,1,0,.5,32,10,0,0,-.3708646,1.5407605,0,1,0,1
0,0,1,0,1,1,0,.5,15,10,0,0,-.3708646,1.5407605,0,1,1,1
0,0,1,0,1,0,0,0,10,10,0,0,-.3708646,1.5407605,0,1,0,1
0,0,1,0,1,0,0,0,9,10,0,0,-.3708646,1.5407605,0,1,0,1
0,0,1,0,0,1,0,0,6,10,0,0,-.3708646,1.5407605,1,1,1,1
0,0,1,1,0,1,0,.5,22,10,0,0,-.3708646,1.5407605,0,1,0,0
0,0,1,0,1,1,0,.5,13,10,0,0,-.3708646,1.5407605,1,0,0,1
0,0,1,0,1,0,0,0,12,10,0,0,-.3708646,1.5407605,0,1,1,1
0,0,1,1,0,0,0,0,17,10,0,0,-.3708646,1.5407605,0,0,1,1
0,0,1,1,1,1,0,.5,31,10,0,0,-.3708646,1.5407605,0,1,0,1
0,0,1,0,0,0,0,-.5,4,10,0,0,-.3708646,1.5407605,0,1,0,1
0,0,1,0,0,0,0,-.5,1,10,0,0,-.3708646,1.5407605,0,1,0,1
0,0,1,1,1,1,0,.5,30,10,0,0,-.3708646,1.5407605,0,1,1,1
0,0,1,1,0,1,0,.5,23,10,0,0,-.3708646,1.5407605,0,1,1,1
0,0,1,1,1,0,0,0,25,10,0,0,-.3708646,1.5407605,0,1,0,1
0,0,1,0,0,1,0,0,7,10,0,0,-.3708646,1.5407605,0,1,0,1
0,0,1,1,1,0,0,0,27,10,0,0,-.3708646,1.5407605,0,0,1,1
